board,moves
"[[4, 0, 0, 5, 6, 0, 2, 4], [1, 1, 1, 2, 1, 1, 3, 1], [0, 0, 0, 1, 0, 0, 1, 0], [0, 0, 0, -1, 0, 0, 0, 0], [0, 0, -1, 0, -1, 0, 3, 0], [0, 0, 0, -3, 0, -2, 0, 0], [-1, -1, 0, 0, 0, -1, -1, -1], [-4, -2, -3, -5, 0, -4, -6, 0]]",b8d7
"[[4, 0, 0, 5, 6, 0, 2, 4], [1, 1, 1, 2, 1, 1, 3, 1], [0, 0, 0, 1, 0, 0, 1, 0], [0, 0, 0, -1, 0, 0, 0, 0], [0, 0, -1, 0, -1, 0, 3, 0], [0, 0, 0, -3, 0, -2, 0, 0], [-1, -1, 0, -2, 0, -1, -1, -1], [-4, 0, -3, -5, 0, -4, -6, 0]]",b1d2
"[[4, 0, 0, 5, 6, 0, 0, 4], [1, 1, 1, 2, 1, 1, 3, 1], [0, 0, 0, 1, 0, 2, 1, 0], [0, 0, 0, -1, 0, 0, 0, 0], [0, 0, -1, 0, -1, 0, 3, 0], [0, 0, 0, -3, 0, -2, 0, 0], [-1, -1, 0, -2, 0, -1, -1, -1], [-4, 0, -3, -5, 0, -4, -6, 0]]",g8f6
"[[4, 0, 0, 5, 6, 0, 0, 4], [1, 1, 1, 2, 1, 1, 3, 1], [0, 0, 0, 1, 0, 2, 1, 0], [0, 0, 0, -1, 0, 0, 0, 0], [0, 0, -1, 0, -1, 0, 3, 0], [0, 0, 0, -3, 0, -2, 0, -1], [-1, -1, 0, -2, 0, -1, -1, 0], [-4, 0, -3, -5, 0, -4, -6, 0]]",h2h3
"[[4, 0, 0, 5, 6, 0, 0, 4], [1, 1, 1, 2, 1, 1, 3, 1], [0, 0, 0, 1, 0, 2, 1, 0], [0, 0, 0, -1, 0, 0, 0, 0], [0, 0, -1, 0, -1, 0, 0, 0], [0, 0, 0, -3, 0, 3, 0, -1], [-1, -1, 0, -2, 0, -1, -1, 0], [-4, 0, -3, -5, 0, -4, -6, 0]]",g4f3
"[[4, 0, 0, 5, 6, 0, 0, 4], [1, 1, 1, 2, 1, 1, 3, 1], [0, 0, 0, 1, 0, 2, 1, 0], [0, 0, 0, -1, 0, 0, 0, 0], [0, 0, -1, 0, -1, 0, 0, 0], [0, 0, 0, -3, 0, -2, 0, -1], [-1, -1, 0, 0, 0, -1, -1, 0], [-4, 0, -3, -5, 0, -4, -6, 0]]",d2f3
"[[4, 0, 0, 5, 0, 4, 6, 0], [1, 1, 1, 2, 1, 1, 3, 1], [0, 0, 0, 1, 0, 2, 1, 0], [0, 0, 0, -1, 0, 0, 0, 0], [0, 0, -1, 0, -1, 0, 0, 0], [0, 0, 0, -3, 0, -2, 0, -1], [-1, -1, 0, 0, 0, -1, -1, 0], [-4, 0, -3, -5, 0, -4, -6, 0]]",e8g8
"[[4, 0, 0, 5, 0, 4, 6, 0], [1, 1, 1, 2, 1, 1, 3, 1], [0, 0, 0, 1, 0, 2, 1, 0], [0, 0, 0, -1, 0, 0, -3, 0], [0, 0, -1, 0, -1, 0, 0, 0], [0, 0, 0, -3, 0, -2, 0, -1], [-1, -1, 0, 0, 0, -1, -1, 0], [-4, 0, 0, -5, 0, -4, -6, 0]]",c1g5
"[[4, 0, 0, 5, 0, 4, 6, 0], [1, 1, 1, 2, 1, 1, 3, 0], [0, 0, 0, 1, 0, 2, 1, 1], [0, 0, 0, -1, 0, 0, -3, 0], [0, 0, -1, 0, -1, 0, 0, 0], [0, 0, 0, -3, 0, -2, 0, -1], [-1, -1, 0, 0, 0, -1, -1, 0], [-4, 0, 0, -5, 0, -4, -6, 0]]",h7h6
"[[4, 0, 0, 5, 0, 4, 6, 0], [1, 1, 1, 2, 1, 1, 3, 0], [0, 0, 0, 1, 0, 2, 1, 1], [0, 0, 0, -1, 0, 0, 0, 0], [0, 0, -1, 0, -1, -3, 0, 0], [0, 0, 0, -3, 0, -2, 0, -1], [-1, -1, 0, 0, 0, -1, -1, 0], [-4, 0, 0, -5, 0, -4, -6, 0]]",g5f4
"[[4, 0, 0, 5, 0, 4, 6, 0], [0, 1, 1, 2, 1, 1, 3, 0], [0, 0, 0, 1, 0, 2, 1, 1], [1, 0, 0, -1, 0, 0, 0, 0], [0, 0, -1, 0, -1, -3, 0, 0], [0, 0, 0, -3, 0, -2, 0, -1], [-1, -1, 0, 0, 0, -1, -1, 0], [-4, 0, 0, -5, 0, -4, -6, 0]]",a7a5
"[[4, 0, 0, 5, 0, 4, 6, 0], [0, 1, 1, 2, 1, 1, 3, 0], [0, 0, 0, 1, 0, 2, 1, 1], [1, 0, 0, -1, 0, 0, 0, 0], [0, 0, -1, 0, -1, -3, 0, 0], [0, 0, 0, -3, 0, -2, 0, -1], [-1, -1, 0, 0, 0, -1, -1, 0], [-4, 0, 0, -5, -4, 0, -6, 0]]",f1e1
"[[4, 0, 0, 5, 0, 4, 6, 0], [0, 1, 1, 0, 1, 1, 3, 0], [0, 0, 0, 1, 0, 2, 1, 1], [1, 0, 2, -1, 0, 0, 0, 0], [0, 0, -1, 0, -1, -3, 0, 0], [0, 0, 0, -3, 0, -2, 0, -1], [-1, -1, 0, 0, 0, -1, -1, 0], [-4, 0, 0, -5, -4, 0, -6, 0]]",d7c5
"[[4, 0, 0, 5, 0, 4, 6, 0], [0, 1, 1, 0, 1, 1, 3, 0], [0, 0, 0, 1, 0, 2, 1, 1], [1, 0, 2, -1, 0, 0, 0, 0], [0, 0, -1, 0, -1, -3, 0, 0], [0, 0, 0, 0, 0, -2, 0, -1], [-1, -1, 0, 0, 0, -1, -1, 0], [-4, 0, 0, -5, -4, -3, -6, 0]]",d3f1
"[[4, 0, 0, 5, 0, 4, 6, 0], [0, 1, 1, 2, 1, 1, 3, 0], [0, 0, 0, 1, 0, 0, 1, 1], [1, 0, 2, -1, 0, 0, 0, 0], [0, 0, -1, 0, -1, -3, 0, 0], [0, 0, 0, 0, 0, -2, 0, -1], [-1, -1, 0, 0, 0, -1, -1, 0], [-4, 0, 0, -5, -4, -3, -6, 0]]",f6d7
"[[4, 0, 0, 5, 0, 4, 6, 0], [0, 1, 1, 2, 1, 1, 3, 0], [0, 0, 0, 1, 0, 0, 1, 1], [1, 0, 2, -1, 0, 0, 0, 0], [0, 0, -1, 0, -1, -3, 0, 0], [0, 0, 0, 0, 0, -2, 0, -1], [-1, -1, 0, -5, 0, -1, -1, 0], [-4, 0, 0, 0, -4, -3, -6, 0]]",d1d2
"[[4, 0, 0, 5, 0, 4, 0, 0], [0, 1, 1, 2, 1, 1, 3, 6], [0, 0, 0, 1, 0, 0, 1, 1], [1, 0, 2, -1, 0, 0, 0, 0], [0, 0, -1, 0, -1, -3, 0, 0], [0, 0, 0, 0, 0, -2, 0, -1], [-1, -1, 0, -5, 0, -1, -1, 0], [-4, 0, 0, 0, -4, -3, -6, 0]]",g8h7
"[[4, 0, 0, 5, 0, 4, 0, 0], [0, 1, 1, 2, 1, 1, 3, 6], [0, 0, 0, 1, 0, 0, 1, 1], [1, 0, 2, -1, -1, 0, 0, 0], [0, 0, -1, 0, 0, -3, 0, 0], [0, 0, 0, 0, 0, -2, 0, -1], [-1, -1, 0, -5, 0, -1, -1, 0], [-4, 0, 0, 0, -4, -3, -6, 0]]",e4e5
"[[4, 0, 0, 5, 0, 4, 0, 0], [0, 1, 1, 2, 1, 1, 3, 6], [0, 0, 0, 0, 0, 0, 1, 1], [1, 0, 2, -1, 1, 0, 0, 0], [0, 0, -1, 0, 0, -3, 0, 0], [0, 0, 0, 0, 0, -2, 0, -1], [-1, -1, 0, -5, 0, -1, -1, 0], [-4, 0, 0, 0, -4, -3, -6, 0]]",d6e5
"[[4, 0, 0, 5, 0, 4, 0, 0], [0, 1, 1, 2, 1, 1, 3, 6], [0, 0, 0, 0, 0, 0, 1, 1], [1, 0, 2, -1, -2, 0, 0, 0], [0, 0, -1, 0, 0, -3, 0, 0], [0, 0, 0, 0, 0, 0, 0, -1], [-1, -1, 0, -5, 0, -1, -1, 0], [-4, 0, 0, 0, -4, -3, -6, 0]]",f3e5
"[[4, 0, 0, 5, 0, 4, 0, 0], [0, 1, 1, 0, 1, 1, 3, 6], [0, 0, 0, 0, 0, 0, 1, 1], [1, 0, 2, -1, 2, 0, 0, 0], [0, 0, -1, 0, 0, -3, 0, 0], [0, 0, 0, 0, 0, 0, 0, -1], [-1, -1, 0, -5, 0, -1, -1, 0], [-4, 0, 0, 0, -4, -3, -6, 0]]",d7e5
"[[4, 0, 0, 5, 0, 4, 0, 0], [0, 1, 1, 0, 1, 1, 3, 6], [0, 0, 0, 0, 0, 0, 1, 1], [1, 0, 2, -1, -3, 0, 0, 0], [0, 0, -1, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, -1], [-1, -1, 0, -5, 0, -1, -1, 0], [-4, 0, 0, 0, -4, -3, -6, 0]]",f4e5
"[[4, 0, 0, 5, 0, 4, 0, 0], [0, 1, 1, 0, 1, 1, 0, 6], [0, 0, 0, 0, 0, 0, 1, 1], [1, 0, 2, -1, 3, 0, 0, 0], [0, 0, -1, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, -1], [-1, -1, 0, -5, 0, -1, -1, 0], [-4, 0, 0, 0, -4, -3, -6, 0]]",g7e5
"[[4, 0, 0, 5, 0, 4, 0, 0], [0, 1, 1, 0, 1, 1, 0, 6], [0, 0, 0, 0, 0, 0, 1, 1], [1, 0, 2, -1, -4, 0, 0, 0], [0, 0, -1, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, -1], [-1, -1, 0, -5, 0, -1, -1, 0], [-4, 0, 0, 0, 0, -3, -6, 0]]",e1e5
"[[4, 0, 0, 0, 0, 4, 0, 0], [0, 1, 1, 0, 1, 1, 0, 6], [0, 0, 0, 5, 0, 0, 1, 1], [1, 0, 2, -1, -4, 0, 0, 0], [0, 0, -1, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, -1], [-1, -1, 0, -5, 0, -1, -1, 0], [-4, 0, 0, 0, 0, -3, -6, 0]]",d8d6
"[[4, 0, 0, 0, 0, 4, 0, 0], [0, 1, 1, 0, 1, 1, 0, 6], [0, 0, 0, 5, 0, 0, 1, 1], [1, 0, 2, -1, -4, 0, 0, 0], [0, 0, -1, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, -1], [-1, -1, 0, -5, 0, -1, -1, 0], [0, 0, 0, 0, -4, -3, -6, 0]]",a1e1
"[[4, 0, 0, 0, 4, 0, 0, 0], [0, 1, 1, 0, 1, 1, 0, 6], [0, 0, 0, 5, 0, 0, 1, 1], [1, 0, 2, -1, -4, 0, 0, 0], [0, 0, -1, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, -1], [-1, -1, 0, -5, 0, -1, -1, 0], [0, 0, 0, 0, -4, -3, -6, 0]]",f8e8
"[[4, 0, 0, 0, 4, 0, 0, 0], [0, 1, 1, 0, 1, 1, 0, 6], [0, 0, 0, 5, 0, 0, 1, 1], [1, 0, 2, -1, -4, 0, 0, 0], [0, 0, -1, 0, 0, 0, 0, 0], [0, 0, 0, 0, -5, 0, 0, -1], [-1, -1, 0, 0, 0, -1, -1, 0], [0, 0, 0, 0, -4, -3, -6, 0]]",d2e3
"[[4, 0, 0, 0, 4, 0, 0, 0], [0, 1, 1, 0, 0, 1, 0, 6], [0, 0, 0, 5, 1, 0, 1, 1], [1, 0, 2, -1, -4, 0, 0, 0], [0, 0, -1, 0, 0, 0, 0, 0], [0, 0, 0, 0, -5, 0, 0, -1], [-1, -1, 0, 0, 0, -1, -1, 0], [0, 0, 0, 0, -4, -3, -6, 0]]",e7e6
"[[4, 0, 0, 0, 4, 0, 0, 0], [0, 1, 1, 0, 0, 1, 0, 6], [0, 0, 0, 5, 1, 0, 1, 1], [1, 0, 2, -1, -4, 0, 0, 0], [0, 0, -1, 0, 0, -1, 0, 0], [0, 0, 0, 0, -5, 0, 0, -1], [-1, -1, 0, 0, 0, 0, -1, 0], [0, 0, 0, 0, -4, -3, -6, 0]]",f2f4
"[[4, 0, 0, 0, 4, 0, 0, 0], [0, 1, 1, 0, 0, 0, 0, 6], [0, 0, 0, 5, 1, 1, 1, 1], [1, 0, 2, -1, -4, 0, 0, 0], [0, 0, -1, 0, 0, -1, 0, 0], [0, 0, 0, 0, -5, 0, 0, -1], [-1, -1, 0, 0, 0, 0, -1, 0], [0, 0, 0, 0, -4, -3, -6, 0]]",f7f6
"[[4, 0, 0, 0, 4, 0, 0, 0], [0, 1, 1, 0, 0, 0, 0, 6], [0, 0, 0, 5, -4, 1, 1, 1], [1, 0, 2, -1, 0, 0, 0, 0], [0, 0, -1, 0, 0, -1, 0, 0], [0, 0, 0, 0, -5, 0, 0, -1], [-1, -1, 0, 0, 0, 0, -1, 0], [0, 0, 0, 0, -4, -3, -6, 0]]",e5e6
"[[4, 0, 0, 0, 4, 0, 0, 0], [0, 1, 1, 0, 0, 0, 0, 6], [0, 0, 0, 5, 2, 1, 1, 1], [1, 0, 0, -1, 0, 0, 0, 0], [0, 0, -1, 0, 0, -1, 0, 0], [0, 0, 0, 0, -5, 0, 0, -1], [-1, -1, 0, 0, 0, 0, -1, 0], [0, 0, 0, 0, -4, -3, -6, 0]]",c5e6
"[[4, 0, 0, 0, 4, 0, 0, 0], [0, 1, 1, 0, 0, 0, 0, 6], [0, 0, 0, 5, -1, 1, 1, 1], [1, 0, 0, 0, 0, 0, 0, 0], [0, 0, -1, 0, 0, -1, 0, 0], [0, 0, 0, 0, -5, 0, 0, -1], [-1, -1, 0, 0, 0, 0, -1, 0], [0, 0, 0, 0, -4, -3, -6, 0]]",d5e6
"[[4, 0, 0, 0, 4, 0, 0, 0], [0, 1, 1, 0, 0, 0, 0, 6], [0, 0, 0, 5, -1, 0, 1, 1], [1, 0, 0, 0, 0, 1, 0, 0], [0, 0, -1, 0, 0, -1, 0, 0], [0, 0, 0, 0, -5, 0, 0, -1], [-1, -1, 0, 0, 0, 0, -1, 0], [0, 0, 0, 0, -4, -3, -6, 0]]",f6f5
"[[4, 0, 0, 0, 4, 0, 0, 0], [0, 1, 1, 0, 0, 0, 0, 6], [0, 0, 0, 5, -1, 0, 1, 1], [1, 0, -1, 0, 0, 1, 0, 0], [0, 0, 0, 0, 0, -1, 0, 0], [0, 0, 0, 0, -5, 0, 0, -1], [-1, -1, 0, 0, 0, 0, -1, 0], [0, 0, 0, 0, -4, -3, -6, 0]]",c4c5
"[[4, 0, 0, 0, 4, 0, 0, 0], [0, 1, 1, 0, 5, 0, 0, 6], [0, 0, 0, 0, -1, 0, 1, 1], [1, 0, -1, 0, 0, 1, 0, 0], [0, 0, 0, 0, 0, -1, 0, 0], [0, 0, 0, 0, -5, 0, 0, -1], [-1, -1, 0, 0, 0, 0, -1, 0], [0, 0, 0, 0, -4, -3, -6, 0]]",d6e7
"[[4, 0, 0, 0, 4, 0, 0, 0], [0, 1, 1, 0, 5, 0, 0, 6], [0, 0, 0, 0, -1, 0, 1, 1], [1, 0, -1, 0, 0, 1, 0, 0], [0, 0, 0, 0, 0, -1, 0, 0], [0, -1, 0, 0, -5, 0, 0, -1], [-1, 0, 0, 0, 0, 0, -1, 0], [0, 0, 0, 0, -4, -3, -6, 0]]",b2b3
"[[0, 0, 0, 4, 4, 0, 0, 0], [0, 1, 1, 0, 5, 0, 0, 6], [0, 0, 0, 0, -1, 0, 1, 1], [1, 0, -1, 0, 0, 1, 0, 0], [0, 0, 0, 0, 0, -1, 0, 0], [0, -1, 0, 0, -5, 0, 0, -1], [-1, 0, 0, 0, 0, 0, -1, 0], [0, 0, 0, 0, -4, -3, -6, 0]]",a8d8
"[[0, 0, 0, 4, 4, 0, 0, 0], [0, 1, 1, 0, 5, 0, 0, 6], [0, 0, 0, 0, -1, 0, 1, 1], [1, 0, -1, 0, 0, 1, 0, 0], [0, 0, -3, 0, 0, -1, 0, 0], [0, -1, 0, 0, -5, 0, 0, -1], [-1, 0, 0, 0, 0, 0, -1, 0], [0, 0, 0, 0, -4, 0, -6, 0]]",f1c4
"[[0, 0, 0, 4, 4, 0, 0, 0], [0, 1, 1, 0, 0, 0, 0, 6], [0, 0, 0, 0, -1, 5, 1, 1], [1, 0, -1, 0, 0, 1, 0, 0], [0, 0, -3, 0, 0, -1, 0, 0], [0, -1, 0, 0, -5, 0, 0, -1], [-1, 0, 0, 0, 0, 0, -1, 0], [0, 0, 0, 0, -4, 0, -6, 0]]",e7f6
"[[0, 0, 0, 4, 4, 0, 0, 0], [0, 1, 1, 0, 0, 0, 0, 6], [0, 0, 0, 0, -1, 5, 1, 1], [1, 0, -1, 0, 0, 1, 0, 0], [0, 0, -3, 0, 0, -1, 0, 0], [0, -1, 0, 0, -5, 0, 0, -1], [-1, 0, 0, 0, 0, 0, -1, 0], [0, 0, 0, 0, -4, 0, 0, -6]]",g1h1
"[[0, 0, 0, 4, 4, 0, 0, 0], [0, 1, 1, 0, 0, 0, 0, 6], [0, 0, 0, 0, -1, 0, 1, 1], [1, 0, -1, 0, 0, 1, 0, 0], [0, 0, -3, 5, 0, -1, 0, 0], [0, -1, 0, 0, -5, 0, 0, -1], [-1, 0, 0, 0, 0, 0, -1, 0], [0, 0, 0, 0, -4, 0, 0, -6]]",f6d4
"[[0, 0, 0, 4, 4, 0, 0, 0], [0, 1, 1, 0, -1, 0, 0, 6], [0, 0, 0, 0, 0, 0, 1, 1], [1, 0, -1, 0, 0, 1, 0, 0], [0, 0, -3, 5, 0, -1, 0, 0], [0, -1, 0, 0, -5, 0, 0, -1], [-1, 0, 0, 0, 0, 0, -1, 0], [0, 0, 0, 0, -4, 0, 0, -6]]",e6e7
"[[0, 0, 0, 0, 4, 0, 0, 0], [0, 1, 1, 4, -1, 0, 0, 6], [0, 0, 0, 0, 0, 0, 1, 1], [1, 0, -1, 0, 0, 1, 0, 0], [0, 0, -3, 5, 0, -1, 0, 0], [0, -1, 0, 0, -5, 0, 0, -1], [-1, 0, 0, 0, 0, 0, -1, 0], [0, 0, 0, 0, -4, 0, 0, -6]]",d8d7
"[[0, 0, 0, 0, 4, 0, 0, 0], [0, 1, 1, 4, -1, 0, 0, 6], [0, 0, 0, 0, 0, 0, 1, 1], [1, 0, -1, 0, 0, 1, 0, 0], [0, 0, -3, -5, 0, -1, 0, 0], [0, -1, 0, 0, 0, 0, 0, -1], [-1, 0, 0, 0, 0, 0, -1, 0], [0, 0, 0, 0, -4, 0, 0, -6]]",e3d4
"[[0, 0, 0, 0, 4, 0, 0, 0], [0, 1, 1, 0, -1, 0, 0, 6], [0, 0, 0, 0, 0, 0, 1, 1], [1, 0, -1, 0, 0, 1, 0, 0], [0, 0, -3, 4, 0, -1, 0, 0], [0, -1, 0, 0, 0, 0, 0, -1], [-1, 0, 0, 0, 0, 0, -1, 0], [0, 0, 0, 0, -4, 0, 0, -6]]",d7d4
"[[0, 0, 0, 0, 4, 0, 0, 0], [0, 1, 1, 0, -1, -3, 0, 6], [0, 0, 0, 0, 0, 0, 1, 1], [1, 0, -1, 0, 0, 1, 0, 0], [0, 0, 0, 4, 0, -1, 0, 0], [0, -1, 0, 0, 0, 0, 0, -1], [-1, 0, 0, 0, 0, 0, -1, 0], [0, 0, 0, 0, -4, 0, 0, -6]]",c4f7
"[[0, 0, 0, 0, 0, 0, 0, 0], [0, 1, 1, 0, 4, -3, 0, 6], [0, 0, 0, 0, 0, 0, 1, 1], [1, 0, -1, 0, 0, 1, 0, 0], [0, 0, 0, 4, 0, -1, 0, 0], [0, -1, 0, 0, 0, 0, 0, -1], [-1, 0, 0, 0, 0, 0, -1, 0], [0, 0, 0, 0, -4, 0, 0, -6]]",e8e7
"[[0, 0, 0, 0, 0, 0, 0, 0], [0, 1, 1, 0, -4, -3, 0, 6], [0, 0, 0, 0, 0, 0, 1, 1], [1, 0, -1, 0, 0, 1, 0, 0], [0, 0, 0, 4, 0, -1, 0, 0], [0, -1, 0, 0, 0, 0, 0, -1], [-1, 0, 0, 0, 0, 0, -1, 0], [0, 0, 0, 0, 0, 0, 0, -6]]",e1e7
"[[0, 0, 0, 0, 0, 0, 0, 0], [0, 1, 1, 0, -4, -3, 6, 0], [0, 0, 0, 0, 0, 0, 1, 1], [1, 0, -1, 0, 0, 1, 0, 0], [0, 0, 0, 4, 0, -1, 0, 0], [0, -1, 0, 0, 0, 0, 0, -1], [-1, 0, 0, 0, 0, 0, -1, 0], [0, 0, 0, 0, 0, 0, 0, -6]]",h7g7
"[[0, 0, 0, 0, 0, 0, 0, 0], [0, 1, 1, 0, -4, 0, 6, 0], [0, 0, 0, 0, 0, 0, 1, 1], [1, 0, -1, 0, 0, 1, 0, 0], [0, 0, -3, 4, 0, -1, 0, 0], [0, -1, 0, 0, 0, 0, 0, -1], [-1, 0, 0, 0, 0, 0, -1, 0], [0, 0, 0, 0, 0, 0, 0, -6]]",f7c4
"[[0, 0, 0, 0, 0, 6, 0, 0], [0, 1, 1, 0, -4, 0, 0, 0], [0, 0, 0, 0, 0, 0, 1, 1], [1, 0, -1, 0, 0, 1, 0, 0], [0, 0, -3, 4, 0, -1, 0, 0], [0, -1, 0, 0, 0, 0, 0, -1], [-1, 0, 0, 0, 0, 0, -1, 0], [0, 0, 0, 0, 0, 0, 0, -6]]",g7f8
"[[0, 0, 0, 0, 0, 6, 0, 0], [0, 1, -4, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 1, 1], [1, 0, -1, 0, 0, 1, 0, 0], [0, 0, -3, 4, 0, -1, 0, 0], [0, -1, 0, 0, 0, 0, 0, -1], [-1, 0, 0, 0, 0, 0, -1, 0], [0, 0, 0, 0, 0, 0, 0, -6]]",e7c7
"[[0, 0, 0, 0, 0, 6, 0, 0], [0, 1, -4, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 1, 1], [1, 0, -1, 0, 0, 1, 0, 0], [0, 0, -3, 0, 0, 4, 0, 0], [0, -1, 0, 0, 0, 0, 0, -1], [-1, 0, 0, 0, 0, 0, -1, 0], [0, 0, 0, 0, 0, 0, 0, -6]]",d4f4
"[[0, 0, 0, 0, 0, 6, 0, 0], [0, -4, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 1, 1], [1, 0, -1, 0, 0, 1, 0, 0], [0, 0, -3, 0, 0, 4, 0, 0], [0, -1, 0, 0, 0, 0, 0, -1], [-1, 0, 0, 0, 0, 0, -1, 0], [0, 0, 0, 0, 0, 0, 0, -6]]",c7b7
"[[0, 0, 0, 0, 0, 6, 0, 0], [0, -4, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 1], [1, 0, -1, 0, 0, 1, 1, 0], [0, 0, -3, 0, 0, 4, 0, 0], [0, -1, 0, 0, 0, 0, 0, -1], [-1, 0, 0, 0, 0, 0, -1, 0], [0, 0, 0, 0, 0, 0, 0, -6]]",g6g5
"[[0, 0, 0, 0, 0, 6, 0, 0], [0, -4, 0, 0, 0, 0, 0, 0], [0, 0, -1, 0, 0, 0, 0, 1], [1, 0, 0, 0, 0, 1, 1, 0], [0, 0, -3, 0, 0, 4, 0, 0], [0, -1, 0, 0, 0, 0, 0, -1], [-1, 0, 0, 0, 0, 0, -1, 0], [0, 0, 0, 0, 0, 0, 0, -6]]",c5c6
"[[4, 2, 3, 5, 6, 3, 2, 4], [1, 1, 1, 1, 1, 1, 1, 1], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, -1, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [-1, -1, -1, -1, 0, -1, -1, -1], [-4, -2, -3, -5, -6, -3, -2, -4]]",e2e4
"[[4, 2, 3, 5, 6, 3, 2, 4], [1, 1, 0, 1, 1, 1, 1, 1], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 1, 0, 0, 0, 0, 0], [0, 0, 0, 0, -1, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [-1, -1, -1, -1, 0, -1, -1, -1], [-4, -2, -3, -5, -6, -3, -2, -4]]",c7c5
"[[4, 2, 3, 5, 6, 3, 2, 4], [1, 1, 0, 1, 1, 1, 1, 1], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 1, 0, 0, 0, 0, 0], [0, 0, 0, 0, -1, 0, 0, 0], [0, 0, 0, 0, 0, -2, 0, 0], [-1, -1, -1, -1, 0, -1, -1, -1], [-4, -2, -3, -5, -6, -3, 0, -4]]",g1f3
"[[4, 2, 3, 5, 6, 3, 2, 4], [1, 1, 0, 1, 0, 1, 1, 1], [0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 1, 0, 0, 0, 0, 0], [0, 0, 0, 0, -1, 0, 0, 0], [0, 0, 0, 0, 0, -2, 0, 0], [-1, -1, -1, -1, 0, -1, -1, -1], [-4, -2, -3, -5, -6, -3, 0, -4]]",e7e6
"[[4, 2, 3, 5, 6, 3, 2, 4], [1, 1, 0, 1, 0, 1, 1, 1], [0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 1, 0, 0, 0, 0, 0], [0, 0, 0, 0, -1, 0, 0, 0], [0, 0, -2, 0, 0, -2, 0, 0], [-1, -1, -1, -1, 0, -1, -1, -1], [-4, 0, -3, -5, -6, -3, 0, -4]]",b1c3
"[[4, 0, 3, 5, 6, 3, 2, 4], [1, 1, 0, 1, 0, 1, 1, 1], [0, 0, 2, 0, 1, 0, 0, 0], [0, 0, 1, 0, 0, 0, 0, 0], [0, 0, 0, 0, -1, 0, 0, 0], [0, 0, -2, 0, 0, -2, 0, 0], [-1, -1, -1, -1, 0, -1, -1, -1], [-4, 0, -3, -5, -6, -3, 0, -4]]",b8c6
"[[4, 0, 3, 5, 6, 3, 2, 4], [1, 1, 0, 1, 0, 1, 1, 1], [0, 0, 2, 0, 1, 0, 0, 0], [0, -3, 1, 0, 0, 0, 0, 0], [0, 0, 0, 0, -1, 0, 0, 0], [0, 0, -2, 0, 0, -2, 0, 0], [-1, -1, -1, -1, 0, -1, -1, -1], [-4, 0, -3, -5, -6, 0, 0, -4]]",f1b5
"[[4, 0, 3, 5, 6, 3, 2, 4], [1, 1, 0, 1, 0, 1, 1, 1], [0, 0, 0, 0, 1, 0, 0, 0], [0, -3, 1, 0, 0, 0, 0, 0], [0, 0, 0, 2, -1, 0, 0, 0], [0, 0, -2, 0, 0, -2, 0, 0], [-1, -1, -1, -1, 0, -1, -1, -1], [-4, 0, -3, -5, -6, 0, 0, -4]]",c6d4
"[[4, 0, 3, 5, 6, 3, 2, 4], [1, 1, 0, 1, 0, 1, 1, 1], [0, 0, 0, 0, 1, 0, 0, 0], [0, -3, 1, 0, 0, 0, 0, 0], [0, 0, 0, 2, -1, 0, 0, 0], [0, 0, -2, 0, 0, -2, 0, 0], [-1, -1, -1, -1, 0, -1, -1, -1], [-4, 0, -3, -5, 0, -4, -6, 0]]",e1g1
"[[4, 0, 3, 5, 6, 3, 2, 4], [0, 1, 0, 1, 0, 1, 1, 1], [1, 0, 0, 0, 1, 0, 0, 0], [0, -3, 1, 0, 0, 0, 0, 0], [0, 0, 0, 2, -1, 0, 0, 0], [0, 0, -2, 0, 0, -2, 0, 0], [-1, -1, -1, -1, 0, -1, -1, -1], [-4, 0, -3, -5, 0, -4, -6, 0]]",a7a6
"[[4, 0, 3, 5, 6, 3, 2, 4], [0, 1, 0, 1, 0, 1, 1, 1], [1, 0, 0, 0, 1, 0, 0, 0], [0, 0, 1, 0, 0, 0, 0, 0], [0, 0, 0, 2, -1, 0, 0, 0], [0, 0, -2, -3, 0, -2, 0, 0], [-1, -1, -1, -1, 0, -1, -1, -1], [-4, 0, -3, -5, 0, -4, -6, 0]]",b5d3
