board,moves
"[[0, 0, 4, 0, 0, 4, 6, 0], [0, 0, 0, 2, 0, 1, 1, 1], [3, 5, 0, 0, 1, 0, 0, 0], [1, -2, 0, 1, -1, 0, 0, 0], [-1, 3, 0, -1, 0, -3, 0, 0], [0, 0, 0, -3, 0, 0, 0, 0], [0, 0, 0, 0, 0, -1, -1, -1], [0, -4, 0, -5, 0, -4, -6, 0]]",a1b1
"[[0, 0, 4, 4, 0, 0, 6, 0], [0, 0, 0, 2, 0, 1, 1, 1], [3, 5, 0, 0, 1, 0, 0, 0], [1, -2, 0, 1, -1, 0, 0, 0], [-1, 3, 0, -1, 0, -3, 0, 0], [0, 0, 0, -3, 0, 0, 0, 0], [0, 0, 0, 0, 0, -1, -1, -1], [0, -4, 0, -5, 0, -4, -6, 0]]",f8d8
"[[0, 0, 4, 4, 0, 0, 6, 0], [0, 0, 0, 2, 0, 1, 1, 1], [3, 5, 0, 0, 1, 0, 0, 0], [1, -2, 0, 1, -1, 0, 0, 0], [-1, 3, 0, -1, 0, -3, 0, 0], [0, -4, 0, -3, 0, 0, 0, 0], [0, 0, 0, 0, 0, -1, -1, -1], [0, 0, 0, -5, 0, -4, -6, 0]]",b1b3
"[[0, 0, 4, 4, 0, 2, 6, 0], [0, 0, 0, 0, 0, 1, 1, 1], [3, 5, 0, 0, 1, 0, 0, 0], [1, -2, 0, 1, -1, 0, 0, 0], [-1, 3, 0, -1, 0, -3, 0, 0], [0, -4, 0, -3, 0, 0, 0, 0], [0, 0, 0, 0, 0, -1, -1, -1], [0, 0, 0, -5, 0, -4, -6, 0]]",d7f8
"[[0, 0, 4, 4, 0, 2, 6, 0], [0, 0, 0, 0, 0, 1, 1, 1], [3, 5, 0, -2, 1, 0, 0, 0], [1, 0, 0, 1, -1, 0, 0, 0], [-1, 3, 0, -1, 0, -3, 0, 0], [0, -4, 0, -3, 0, 0, 0, 0], [0, 0, 0, 0, 0, -1, -1, -1], [0, 0, 0, -5, 0, -4, -6, 0]]",b5d6
"[[0, 0, 0, 4, 0, 2, 6, 0], [0, 0, 0, 0, 0, 1, 1, 1], [3, 5, 0, -2, 1, 0, 0, 0], [1, 0, 0, 1, -1, 0, 0, 0], [-1, 3, 0, -1, 0, -3, 0, 0], [0, -4, 4, -3, 0, 0, 0, 0], [0, 0, 0, 0, 0, -1, -1, -1], [0, 0, 0, -5, 0, -4, -6, 0]]",c8c3
"[[0, 0, 0, 4, 0, 2, 6, 0], [0, 0, 0, 0, 0, 1, 1, 1], [3, 5, 0, -2, 1, 0, 0, 0], [1, 0, 0, 1, -1, 0, 0, 0], [-1, 3, 0, -1, 0, -3, 0, 0], [0, 0, -4, -3, 0, 0, 0, 0], [0, 0, 0, 0, 0, -1, -1, -1], [0, 0, 0, -5, 0, -4, -6, 0]]",b3c3
"[[0, 0, 0, 4, 0, 2, 6, 0], [0, 0, 0, 0, 0, 1, 1, 1], [3, 5, 0, -2, 1, 0, 0, 0], [1, 0, 0, 1, -1, 0, 0, 0], [-1, 0, 0, -1, 0, -3, 0, 0], [0, 0, 3, -3, 0, 0, 0, 0], [0, 0, 0, 0, 0, -1, -1, -1], [0, 0, 0, -5, 0, -4, -6, 0]]",b4c3
"[[0, 0, 0, 4, 0, 2, 6, 0], [0, 0, 0, 0, 0, 1, 1, 1], [-3, 5, 0, -2, 1, 0, 0, 0], [1, 0, 0, 1, -1, 0, 0, 0], [-1, 0, 0, -1, 0, -3, 0, 0], [0, 0, 3, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, -1, -1, -1], [0, 0, 0, -5, 0, -4, -6, 0]]",d3a6
"[[0, 0, 0, 4, 0, 2, 6, 0], [0, 0, 0, 0, 0, 1, 1, 1], [5, 0, 0, -2, 1, 0, 0, 0], [1, 0, 0, 1, -1, 0, 0, 0], [-1, 0, 0, -1, 0, -3, 0, 0], [0, 0, 3, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, -1, -1, -1], [0, 0, 0, -5, 0, -4, -6, 0]]",b6a6
"[[0, 0, 0, 4, 0, 2, 6, 0], [0, 0, 0, 0, 0, 1, 1, 1], [5, 0, 0, -2, 1, 0, 0, 0], [1, 0, 0, 1, -1, 0, 0, 0], [-1, 0, 0, -1, 0, -3, 0, 0], [0, 0, 3, 0, 0, -5, 0, 0], [0, 0, 0, 0, 0, -1, -1, -1], [0, 0, 0, 0, 0, -4, -6, 0]]",d1f3
"[[0, 0, 0, 4, 0, 2, 6, 0], [0, 0, 0, 0, 0, 1, 1, 1], [5, 0, 0, -2, 1, 0, 0, 0], [1, 0, 0, 1, -1, 0, 0, 0], [-1, 0, 0, 3, 0, -3, 0, 0], [0, 0, 0, 0, 0, -5, 0, 0], [0, 0, 0, 0, 0, -1, -1, -1], [0, 0, 0, 0, 0, -4, -6, 0]]",c3d4
"[[0, 0, 0, 4, 0, 2, 6, 0], [0, 0, 0, 0, 0, -2, 1, 1], [5, 0, 0, 0, 1, 0, 0, 0], [1, 0, 0, 1, -1, 0, 0, 0], [-1, 0, 0, 3, 0, -3, 0, 0], [0, 0, 0, 0, 0, -5, 0, 0], [0, 0, 0, 0, 0, -1, -1, -1], [0, 0, 0, 0, 0, -4, -6, 0]]",d6f7
"[[0, 4, 0, 0, 0, 2, 6, 0], [0, 0, 0, 0, 0, -2, 1, 1], [5, 0, 0, 0, 1, 0, 0, 0], [1, 0, 0, 1, -1, 0, 0, 0], [-1, 0, 0, 3, 0, -3, 0, 0], [0, 0, 0, 0, 0, -5, 0, 0], [0, 0, 0, 0, 0, -1, -1, -1], [0, 0, 0, 0, 0, -4, -6, 0]]",d8b8
"[[0, 4, 0, 0, 0, 2, 6, 0], [0, 0, 0, 0, 0, 0, 1, 1], [5, 0, 0, 0, 1, 0, 0, 0], [1, 0, 0, 1, -1, 0, -2, 0], [-1, 0, 0, 3, 0, -3, 0, 0], [0, 0, 0, 0, 0, -5, 0, 0], [0, 0, 0, 0, 0, -1, -1, -1], [0, 0, 0, 0, 0, -4, -6, 0]]",f7g5
"[[0, 4, 0, 0, 0, 2, 6, 0], [0, 0, 0, 0, 0, 0, 1, 0], [5, 0, 0, 0, 1, 0, 0, 1], [1, 0, 0, 1, -1, 0, -2, 0], [-1, 0, 0, 3, 0, -3, 0, 0], [0, 0, 0, 0, 0, -5, 0, 0], [0, 0, 0, 0, 0, -1, -1, -1], [0, 0, 0, 0, 0, -4, -6, 0]]",h7h6
"[[0, 4, 0, 0, 0, 2, 6, 0], [0, 0, 0, 0, 0, 0, 1, 0], [5, 0, 0, 0, 1, 0, 0, 1], [1, 0, 0, 1, -1, 0, 0, 0], [-1, 0, 0, 3, 0, -3, 0, 0], [0, 0, 0, 0, 0, -5, 0, -2], [0, 0, 0, 0, 0, -1, -1, -1], [0, 0, 0, 0, 0, -4, -6, 0]]",g5h3
"[[0, 0, 0, 0, 0, 2, 6, 0], [0, 0, 0, 0, 0, 0, 1, 0], [5, 0, 0, 0, 1, 0, 0, 1], [1, 0, 0, 1, -1, 0, 0, 0], [-1, 0, 0, 3, 0, -3, 0, 0], [0, 0, 0, 0, 0, -5, 0, -2], [0, 4, 0, 0, 0, -1, -1, -1], [0, 0, 0, 0, 0, -4, -6, 0]]",b8b2
"[[4, 2, 3, 5, 6, 3, 2, 4], [1, 1, 1, 1, 1, 1, 1, 1], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, -1, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [-1, -1, -1, -1, 0, -1, -1, -1], [-4, -2, -3, -5, -6, -3, -2, -4]]",e2e4
"[[4, 2, 3, 5, 6, 3, 2, 4], [1, 1, 1, 1, 0, 1, 1, 1], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, -1, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [-1, -1, -1, -1, 0, -1, -1, -1], [-4, -2, -3, -5, -6, -3, -2, -4]]",e7e5
"[[4, 2, 3, 5, 6, 3, 2, 4], [1, 1, 1, 1, 0, 1, 1, 1], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, -1, -1, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [-1, -1, -1, -1, 0, 0, -1, -1], [-4, -2, -3, -5, -6, -3, -2, -4]]",f2f4
"[[4, 2, 3, 5, 6, 0, 2, 4], [1, 1, 1, 1, 0, 1, 1, 1], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 3, 0, 1, 0, 0, 0], [0, 0, 0, 0, -1, -1, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [-1, -1, -1, -1, 0, 0, -1, -1], [-4, -2, -3, -5, -6, -3, -2, -4]]",f8c5
"[[4, 2, 3, 5, 6, 0, 2, 4], [1, 1, 1, 1, 0, 1, 1, 1], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 3, 0, 1, 0, 0, 0], [0, 0, 0, 0, -1, -1, 0, 0], [0, 0, 0, 0, 0, -2, 0, 0], [-1, -1, -1, -1, 0, 0, -1, -1], [-4, -2, -3, -5, -6, -3, 0, -4]]",g1f3
"[[4, 2, 3, 5, 6, 0, 2, 4], [1, 1, 1, 0, 0, 1, 1, 1], [0, 0, 0, 1, 0, 0, 0, 0], [0, 0, 3, 0, 1, 0, 0, 0], [0, 0, 0, 0, -1, -1, 0, 0], [0, 0, 0, 0, 0, -2, 0, 0], [-1, -1, -1, -1, 0, 0, -1, -1], [-4, -2, -3, -5, -6, -3, 0, -4]]",d7d6
"[[4, 2, 3, 5, 6, 0, 2, 4], [1, 1, 1, 0, 0, 1, 1, 1], [0, 0, 0, 1, 0, 0, 0, 0], [0, 0, 3, 0, 1, 0, 0, 0], [0, 0, 0, 0, -1, -1, 0, 0], [0, 0, -1, 0, 0, -2, 0, 0], [-1, -1, 0, -1, 0, 0, -1, -1], [-4, -2, -3, -5, -6, -3, 0, -4]]",c2c3
"[[4, 2, 0, 5, 6, 0, 2, 4], [1, 1, 1, 0, 0, 1, 1, 1], [0, 0, 0, 1, 0, 0, 0, 0], [0, 0, 3, 0, 1, 0, 0, 0], [0, 0, 0, 0, -1, -1, 3, 0], [0, 0, -1, 0, 0, -2, 0, 0], [-1, -1, 0, -1, 0, 0, -1, -1], [-4, -2, -3, -5, -6, -3, 0, -4]]",c8g4
"[[4, 2, 0, 5, 6, 0, 2, 4], [1, 1, 1, 0, 0, 1, 1, 1], [0, 0, 0, 1, 0, 0, 0, 0], [0, 0, 3, 0, -1, 0, 0, 0], [0, 0, 0, 0, -1, 0, 3, 0], [0, 0, -1, 0, 0, -2, 0, 0], [-1, -1, 0, -1, 0, 0, -1, -1], [-4, -2, -3, -5, -6, -3, 0, -4]]",f4e5
"[[4, 2, 0, 5, 6, 0, 2, 4], [1, 1, 1, 0, 0, 1, 1, 1], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 3, 0, 1, 0, 0, 0], [0, 0, 0, 0, -1, 0, 3, 0], [0, 0, -1, 0, 0, -2, 0, 0], [-1, -1, 0, -1, 0, 0, -1, -1], [-4, -2, -3, -5, -6, -3, 0, -4]]",d6e5
"[[4, 2, 0, 5, 6, 0, 2, 4], [1, 1, 1, 0, 0, 1, 1, 1], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 3, 0, 1, 0, 0, 0], [-5, 0, 0, 0, -1, 0, 3, 0], [0, 0, -1, 0, 0, -2, 0, 0], [-1, -1, 0, -1, 0, 0, -1, -1], [-4, -2, -3, 0, -6, -3, 0, -4]]",d1a4
"[[4, 2, 0, 5, 6, 0, 2, 4], [1, 1, 1, 3, 0, 1, 1, 1], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 3, 0, 1, 0, 0, 0], [-5, 0, 0, 0, -1, 0, 0, 0], [0, 0, -1, 0, 0, -2, 0, 0], [-1, -1, 0, -1, 0, 0, -1, -1], [-4, -2, -3, 0, -6, -3, 0, -4]]",g4d7
"[[4, 2, 0, 5, 6, 0, 2, 4], [1, 1, 1, 3, 0, 1, 1, 1], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 3, 0, 1, 0, 0, 0], [0, 0, 0, 0, -1, 0, 0, 0], [0, -5, -1, 0, 0, -2, 0, 0], [-1, -1, 0, -1, 0, 0, -1, -1], [-4, -2, -3, 0, -6, -3, 0, -4]]",a4b3
"[[4, 0, 0, 5, 6, 0, 2, 4], [1, 1, 1, 3, 0, 1, 1, 1], [0, 0, 2, 0, 0, 0, 0, 0], [0, 0, 3, 0, 1, 0, 0, 0], [0, 0, 0, 0, -1, 0, 0, 0], [0, -5, -1, 0, 0, -2, 0, 0], [-1, -1, 0, -1, 0, 0, -1, -1], [-4, -2, -3, 0, -6, -3, 0, -4]]",b8c6
"[[4, 0, 0, 5, 6, 0, 2, 4], [1, 1, 1, 3, 0, 1, 1, 1], [0, 0, 2, 0, 0, 0, 0, 0], [0, 0, 3, 0, 1, 0, 0, 0], [0, 0, -3, 0, -1, 0, 0, 0], [0, -5, -1, 0, 0, -2, 0, 0], [-1, -1, 0, -1, 0, 0, -1, -1], [-4, -2, -3, 0, -6, 0, 0, -4]]",f1c4
"[[4, 0, 0, 5, 6, 0, 0, 4], [1, 1, 1, 3, 0, 1, 1, 1], [0, 0, 2, 0, 0, 2, 0, 0], [0, 0, 3, 0, 1, 0, 0, 0], [0, 0, -3, 0, -1, 0, 0, 0], [0, -5, -1, 0, 0, -2, 0, 0], [-1, -1, 0, -1, 0, 0, -1, -1], [-4, -2, -3, 0, -6, 0, 0, -4]]",g8f6
"[[4, 0, 0, 5, 6, 0, 0, 4], [1, 1, 1, 3, 0, -3, 1, 1], [0, 0, 2, 0, 0, 2, 0, 0], [0, 0, 3, 0, 1, 0, 0, 0], [0, 0, 0, 0, -1, 0, 0, 0], [0, -5, -1, 0, 0, -2, 0, 0], [-1, -1, 0, -1, 0, 0, -1, -1], [-4, -2, -3, 0, -6, 0, 0, -4]]",c4f7
"[[4, 0, 0, 5, 0, 0, 0, 4], [1, 1, 1, 3, 6, -3, 1, 1], [0, 0, 2, 0, 0, 2, 0, 0], [0, 0, 3, 0, 1, 0, 0, 0], [0, 0, 0, 0, -1, 0, 0, 0], [0, -5, -1, 0, 0, -2, 0, 0], [-1, -1, 0, -1, 0, 0, -1, -1], [-4, -2, -3, 0, -6, 0, 0, -4]]",e8e7
"[[4, 0, 0, 5, 0, 0, 0, 4], [1, 1, 1, 3, 6, 0, 1, 1], [0, 0, 2, 0, 0, 2, 0, 0], [0, 0, 3, -3, 1, 0, 0, 0], [0, 0, 0, 0, -1, 0, 0, 0], [0, -5, -1, 0, 0, -2, 0, 0], [-1, -1, 0, -1, 0, 0, -1, -1], [-4, -2, -3, 0, -6, 0, 0, -4]]",f7d5
"[[4, 0, 0, 5, 4, 0, 0, 0], [1, 1, 1, 3, 6, 0, 1, 1], [0, 0, 2, 0, 0, 2, 0, 0], [0, 0, 3, -3, 1, 0, 0, 0], [0, 0, 0, 0, -1, 0, 0, 0], [0, -5, -1, 0, 0, -2, 0, 0], [-1, -1, 0, -1, 0, 0, -1, -1], [-4, -2, -3, 0, -6, 0, 0, -4]]",h8e8
"[[4, 0, 0, 5, 4, 0, 0, 0], [1, 1, 1, 3, 6, 0, 1, 1], [0, 0, 2, 0, 0, 2, 0, 0], [0, 0, 3, -3, 1, 0, 0, 0], [0, 0, 0, -1, -1, 0, 0, 0], [0, -5, -1, 0, 0, -2, 0, 0], [-1, -1, 0, 0, 0, 0, -1, -1], [-4, -2, -3, 0, -6, 0, 0, -4]]",d2d4
"[[4, 0, 0, 5, 4, 0, 0, 0], [1, 1, 1, 3, 6, 0, 1, 1], [0, 0, 2, 0, 0, 2, 0, 0], [0, 0, 3, -3, 0, 0, 0, 0], [0, 0, 0, 1, -1, 0, 0, 0], [0, -5, -1, 0, 0, -2, 0, 0], [-1, -1, 0, 0, 0, 0, -1, -1], [-4, -2, -3, 0, -6, 0, 0, -4]]",e5d4
"[[4, 0, 0, 5, 4, 0, 0, 0], [1, 1, 1, 3, 6, 0, 1, 1], [0, 0, 2, 0, 0, 2, 0, 0], [0, 0, 3, -3, 0, 0, 0, 0], [0, 0, -5, 1, -1, 0, 0, 0], [0, 0, -1, 0, 0, -2, 0, 0], [-1, -1, 0, 0, 0, 0, -1, -1], [-4, -2, -3, 0, -6, 0, 0, -4]]",b3c4
"[[4, 0, 0, 5, 4, 0, 0, 0], [1, 1, 1, 3, 6, 0, 1, 1], [0, 3, 2, 0, 0, 2, 0, 0], [0, 0, 0, -3, 0, 0, 0, 0], [0, 0, -5, 1, -1, 0, 0, 0], [0, 0, -1, 0, 0, -2, 0, 0], [-1, -1, 0, 0, 0, 0, -1, -1], [-4, -2, -3, 0, -6, 0, 0, -4]]",c5b6
"[[4, 0, 0, 5, 4, 0, 0, 0], [1, 1, 1, 3, 6, 0, 1, 1], [0, 3, 2, 0, 0, 2, 0, 0], [0, 0, 0, -3, 0, 0, 0, 0], [0, 0, -5, -1, -1, 0, 0, 0], [0, 0, 0, 0, 0, -2, 0, 0], [-1, -1, 0, 0, 0, 0, -1, -1], [-4, -2, -3, 0, -6, 0, 0, -4]]",c3d4
"[[4, 0, 0, 5, 4, 6, 0, 0], [1, 1, 1, 3, 0, 0, 1, 1], [0, 3, 2, 0, 0, 2, 0, 0], [0, 0, 0, -3, 0, 0, 0, 0], [0, 0, -5, -1, -1, 0, 0, 0], [0, 0, 0, 0, 0, -2, 0, 0], [-1, -1, 0, 0, 0, 0, -1, -1], [-4, -2, -3, 0, -6, 0, 0, -4]]",e7f8
"[[4, 0, 0, 5, 4, 6, 0, 0], [1, 1, 1, 3, 0, 0, 1, 1], [0, 3, 2, 0, 0, 2, 0, 0], [0, 0, 0, -3, 0, 0, 0, 0], [0, 0, -5, -1, -1, 0, 0, 0], [0, 0, 0, 0, 0, -2, 0, 0], [-1, -1, 0, 0, 0, 0, -1, -1], [-4, -2, -3, 0, 0, -4, -6, 0]]",e1g1
"[[4, 0, 0, 5, 4, 6, 0, 0], [1, 1, 1, 0, 0, 0, 1, 1], [0, 3, 2, 0, 0, 2, 0, 0], [0, 0, 0, -3, 0, 0, 0, 0], [0, 0, -5, -1, -1, 0, 3, 0], [0, 0, 0, 0, 0, -2, 0, 0], [-1, -1, 0, 0, 0, 0, -1, -1], [-4, -2, -3, 0, 0, -4, -6, 0]]",d7g4
"[[4, 0, 0, 5, 4, 6, 0, 0], [1, 1, 1, 0, 0, 0, 1, 1], [0, 3, 2, 0, 0, 2, 0, 0], [0, 0, 0, -3, 0, 0, 0, 0], [0, 0, -5, -1, -1, 0, 3, 0], [0, 0, -2, 0, 0, -2, 0, 0], [-1, -1, 0, 0, 0, 0, -1, -1], [-4, 0, -3, 0, 0, -4, -6, 0]]",b1c3
"[[4, 0, 0, 5, 4, 6, 0, 0], [1, 1, 1, 0, 0, 0, 1, 1], [0, 3, 2, 0, 0, 2, 0, 0], [0, 0, 0, -3, 0, 0, 0, 0], [0, 0, -5, -1, -1, 0, 0, 0], [0, 0, -2, 0, 0, 3, 0, 0], [-1, -1, 0, 0, 0, 0, -1, -1], [-4, 0, -3, 0, 0, -4, -6, 0]]",g4f3
"[[4, 0, 0, 5, 4, 6, 0, 0], [1, 1, 1, 0, 0, 0, 1, 1], [0, 3, 2, 0, 0, 2, 0, 0], [0, 0, 0, -3, 0, 0, 0, 0], [0, 0, -5, -1, -1, 0, 0, 0], [0, 0, -2, 0, 0, -4, 0, 0], [-1, -1, 0, 0, 0, 0, -1, -1], [-4, 0, -3, 0, 0, 0, -6, 0]]",f1f3
"[[4, 0, 0, 5, 4, 6, 0, 0], [1, 1, 1, 0, 0, 0, 1, 1], [0, 3, 0, 0, 0, 2, 0, 0], [0, 0, 0, -3, 0, 0, 0, 0], [0, 0, -5, 2, -1, 0, 0, 0], [0, 0, -2, 0, 0, -4, 0, 0], [-1, -1, 0, 0, 0, 0, -1, -1], [-4, 0, -3, 0, 0, 0, -6, 0]]",c6d4
"[[4, 0, 0, 5, 4, 6, 0, 0], [1, 1, 1, 0, 0, 0, 1, 1], [0, 3, 0, 0, 0, 2, 0, 0], [0, 0, 0, -3, 0, 0, 0, 0], [0, 0, -5, 2, -1, 0, 0, 0], [0, 0, -2, 0, 0, 0, 0, 0], [-1, -1, 0, 0, 0, -4, -1, -1], [-4, 0, -3, 0, 0, 0, -6, 0]]",f3f2
"[[4, 0, 0, 5, 4, 6, 0, 0], [1, 1, 0, 0, 0, 0, 1, 1], [0, 3, 1, 0, 0, 2, 0, 0], [0, 0, 0, -3, 0, 0, 0, 0], [0, 0, -5, 2, -1, 0, 0, 0], [0, 0, -2, 0, 0, 0, 0, 0], [-1, -1, 0, 0, 0, -4, -1, -1], [-4, 0, -3, 0, 0, 0, -6, 0]]",c7c6
"[[4, 0, 0, 5, 4, 6, -3, 0], [1, 1, 0, 0, 0, 0, 1, 1], [0, 3, 1, 0, 0, 2, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, -5, 2, -1, 0, 0, 0], [0, 0, -2, 0, 0, 0, 0, 0], [-1, -1, 0, 0, 0, -4, -1, -1], [-4, 0, -3, 0, 0, 0, -6, 0]]",d5g8
"[[4, 0, 0, 0, 4, 6, -3, 0], [1, 1, 0, 5, 0, 0, 1, 1], [0, 3, 1, 0, 0, 2, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, -5, 2, -1, 0, 0, 0], [0, 0, -2, 0, 0, 0, 0, 0], [-1, -1, 0, 0, 0, -4, -1, -1], [-4, 0, -3, 0, 0, 0, -6, 0]]",d8d7
"[[4, 0, 0, 0, 4, 6, -3, 0], [1, 1, 0, 5, 0, 0, 1, 1], [0, 3, 1, 0, 0, -4, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, -5, 2, -1, 0, 0, 0], [0, 0, -2, 0, 0, 0, 0, 0], [-1, -1, 0, 0, 0, 0, -1, -1], [-4, 0, -3, 0, 0, 0, -6, 0]]",f2f6
"[[4, 0, 0, 0, 4, 6, -3, 0], [1, 1, 0, 5, 0, 0, 0, 1], [0, 3, 1, 0, 0, 1, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, -5, 2, -1, 0, 0, 0], [0, 0, -2, 0, 0, 0, 0, 0], [-1, -1, 0, 0, 0, 0, -1, -1], [-4, 0, -3, 0, 0, 0, -6, 0]]",g7f6
"[[4, 0, 0, 0, 4, 6, -3, 0], [1, 1, 0, 5, 0, 0, 0, 1], [0, 3, 1, 0, 0, 1, 0, -3], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, -5, 2, -1, 0, 0, 0], [0, 0, -2, 0, 0, 0, 0, 0], [-1, -1, 0, 0, 0, 0, -1, -1], [-4, 0, 0, 0, 0, 0, -6, 0]]",c1h6
"[[4, 0, 0, 0, 4, 0, -3, 0], [1, 1, 0, 5, 6, 0, 0, 1], [0, 3, 1, 0, 0, 1, 0, -3], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, -5, 2, -1, 0, 0, 0], [0, 0, -2, 0, 0, 0, 0, 0], [-1, -1, 0, 0, 0, 0, -1, -1], [-4, 0, 0, 0, 0, 0, -6, 0]]",f8e7
"[[4, 0, 0, 0, 4, 0, -3, 0], [1, 1, 0, 5, 6, -5, 0, 1], [0, 3, 1, 0, 0, 1, 0, -3], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 2, -1, 0, 0, 0], [0, 0, -2, 0, 0, 0, 0, 0], [-1, -1, 0, 0, 0, 0, -1, -1], [-4, 0, 0, 0, 0, 0, -6, 0]]",c4f7
"[[4, 0, 0, 6, 4, 0, -3, 0], [1, 1, 0, 5, 0, -5, 0, 1], [0, 3, 1, 0, 0, 1, 0, -3], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 2, -1, 0, 0, 0], [0, 0, -2, 0, 0, 0, 0, 0], [-1, -1, 0, 0, 0, 0, -1, -1], [-4, 0, 0, 0, 0, 0, -6, 0]]",e7d8
"[[4, 0, 0, 6, 4, 0, -3, 0], [1, 1, 0, 5, 0, 0, 0, 1], [0, 3, 1, 0, 0, -5, 0, -3], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 2, -1, 0, 0, 0], [0, 0, -2, 0, 0, 0, 0, 0], [-1, -1, 0, 0, 0, 0, -1, -1], [-4, 0, 0, 0, 0, 0, -6, 0]]",f7f6
"[[4, 0, 6, 0, 4, 0, -3, 0], [1, 1, 0, 5, 0, 0, 0, 1], [0, 3, 1, 0, 0, -5, 0, -3], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 2, -1, 0, 0, 0], [0, 0, -2, 0, 0, 0, 0, 0], [-1, -1, 0, 0, 0, 0, -1, -1], [-4, 0, 0, 0, 0, 0, -6, 0]]",d8c8
"[[4, 0, 6, 0, 4, 0, 0, 0], [1, 1, 0, 5, 0, 0, 0, -3], [0, 3, 1, 0, 0, -5, 0, -3], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 2, -1, 0, 0, 0], [0, 0, -2, 0, 0, 0, 0, 0], [-1, -1, 0, 0, 0, 0, -1, -1], [-4, 0, 0, 0, 0, 0, -6, 0]]",g8h7
"[[4, 0, 6, 0, 4, 0, 0, 0], [1, 1, 0, 0, 0, 0, 0, 5], [0, 3, 1, 0, 0, -5, 0, -3], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 2, -1, 0, 0, 0], [0, 0, -2, 0, 0, 0, 0, 0], [-1, -1, 0, 0, 0, 0, -1, -1], [-4, 0, 0, 0, 0, 0, -6, 0]]",d7h7
"[[4, 0, 6, 0, 4, 0, 0, 0], [1, 1, 0, 0, 0, 0, 0, 5], [0, 3, 1, 0, 0, -5, 0, -3], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 2, -1, 0, 0, 0], [0, 0, -2, 0, 0, 0, 0, 0], [-1, -1, 0, 0, 0, 0, -1, -1], [-4, 0, 0, 0, 0, 0, 0, -6]]",g1h1
"[[4, 0, 6, 0, 0, 0, 0, 0], [1, 1, 0, 0, 0, 0, 0, 5], [0, 3, 1, 0, 4, -5, 0, -3], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 2, -1, 0, 0, 0], [0, 0, -2, 0, 0, 0, 0, 0], [-1, -1, 0, 0, 0, 0, -1, -1], [-4, 0, 0, 0, 0, 0, 0, -6]]",e8e6
"[[4, 0, 6, 0, 0, -5, 0, 0], [1, 1, 0, 0, 0, 0, 0, 5], [0, 3, 1, 0, 4, 0, 0, -3], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 2, -1, 0, 0, 0], [0, 0, -2, 0, 0, 0, 0, 0], [-1, -1, 0, 0, 0, 0, -1, -1], [-4, 0, 0, 0, 0, 0, 0, -6]]",f6f8
"[[4, 0, 0, 0, 0, -5, 0, 0], [1, 1, 0, 6, 0, 0, 0, 5], [0, 3, 1, 0, 4, 0, 0, -3], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 2, -1, 0, 0, 0], [0, 0, -2, 0, 0, 0, 0, 0], [-1, -1, 0, 0, 0, 0, -1, -1], [-4, 0, 0, 0, 0, 0, 0, -6]]",c8d7
"[[-5, 0, 0, 0, 0, 0, 0, 0], [1, 1, 0, 6, 0, 0, 0, 5], [0, 3, 1, 0, 4, 0, 0, -3], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 2, -1, 0, 0, 0], [0, 0, -2, 0, 0, 0, 0, 0], [-1, -1, 0, 0, 0, 0, -1, -1], [-4, 0, 0, 0, 0, 0, 0, -6]]",f8a8
